Angle,Distance,StartBit,Health
275.92,4081.5,0.0,15.0
277.09,3934.25,0.0,15.0
124.47,8942.75,0.0,15.0
205.09,3982.25,1.0,5.0
124.06,9266.25,1.0,6.0
124.06,9385.75,0.0,44.0
124.06,9419.25,1.0,30.0
303.55,0.0,0.0,15.0
1.19,3968.0,0.0,15.0
312.05,171.5,0.0,15.0
316.48,10240.75,0.0,0.0
319.19,10559.5,0.0,15.0
125.44,10478.75,0.0,15.0
196.06,2178.0,1.0,3.0
24.41,14287.5,1.0,42.0
344.25,513.0,0.0,15.0
124.05,11175.25,0.0,12.0
352.53,4017.0,0.0,15.0
0.91,147.0,0.0,15.0
6.13,434.25,0.0,15.0
9.55,416.75,0.0,15.0
124.38,571.75,0.0,15.0
19.3,381.75,0.0,15.0
448.72,3969.25,0.0,15.0
26.44,366.25,0.0,15.0
318.11,3969.25,1.0,46.0
298.13,3969.25,1.0,22.0
39.08,353.75,0.0,4.0
39.67,353.5,0.0,15.0
274.17,3969.25,1.0,21.0
53.95,0.0,0.0,0.0
383.13,7.0,0.0,0.0
61.55,375.0,0.0,15.0
10.66,975.5,0.0,15.0
12.09,2235.25,1.0,8.0
77.72,427.75,0.0,15.0
78.63,438.5,0.0,15.0
255.86,1546.0,0.0,14.0
69.88,2688.25,0.0,15.0
124.05,2798.75,1.0,44.0
124.05,2842.25,1.0,55.0
89.8,3980.75,0.0,15.0
212.34,3074.0,1.0,30.0
0.0,3392.5,0.0,8.0
105.58,0.0,0.0,0.0
106.75,0.0,0.0,0.0
107.92,0.0,0.0,0.0
104.88,371.5,0.0,9.0
124.09,3513.75,0.0,0.0
113.3,924.25,1.0,3.0
118.03,3890.0,0.0,15.0
124.09,4193.75,0.0,17.0
18.52,4355.25,1.0,17.0
122.16,13969.5,0.0,15.0
143.98,821.0,0.0,15.0
394.56,3971.0,0.0,15.0
26.17,7119.5,1.0,19.0
186.63,3971.25,1.0,21.0
26.89,8527.5,1.0,20.0
27.05,1615.5,0.0,20.0
174.69,0.0,0.0,0.0
127.69,3971.5,0.0,15.0
0.7,11072.0,1.0,33.0
51.97,14543.5,0.0,22.0
52.09,7759.5,0.0,22.0
184.08,1728.0,0.0,15.0
185.25,1815.0,0.0,15.0
186.41,1907.0,0.0,13.0
187.52,1943.0,0.0,15.0
188.72,5327.5,0.0,15.0
28.78,14031.5,0.0,24.0
124.22,6521.75,0.0,15.0
205.02,6600.25,0.0,15.0
208.53,2707.25,0.0,15.0
214.22,538.25,0.0,15.0
218.84,538.5,0.0,15.0
227.78,0.0,0.0,15.0
227.14,7384.25,0.0,15.0
236.17,7673.25,0.0,15.0
124.03,8101.75,0.0,55.0
265.52,0.0,1.0,59.0
266.7,6848.0,0.0,9.0
1.05,14656.5,1.0,8.0
269.7,3963.0,0.0,15.0
270.88,4050.75,0.0,15.0
274.34,4142.75,0.0,15.0
275.53,4058.5,0.0,15.0
276.7,4017.75,0.0,15.0
277.91,3927.0,0.0,15.0
279.06,3945.75,0.0,15.0
280.27,3942.75,0.0,15.0
281.45,3768.25,0.0,15.0
282.61,3760.5,0.0,15.0
283.83,79.5,0.0,15.0
124.06,13288.75,0.0,51.0
302.02,0.0,0.0,15.0
4.8,9930.75,0.0,15.0
315.06,10195.25,0.0,0.0
4.05,10606.25,0.0,9.0
331.02,10874.25,0.0,10.0
338.45,10972.75,0.0,15.0
344.06,514.5,0.0,15.0
345.83,2027.25,0.0,15.0
352.7,0.0,0.0,0.0
356.17,0.0,0.0,0.0
352.7,11365.75,0.0,15.0
0.0,3968.0,1.0,3.0
4.41,0.0,0.0,0.0
499.58,0.75,0.0,0.0
4.47,442.25,0.0,15.0
124.28,270.25,0.0,0.0
11.31,406.25,0.0,15.0
125.06,531.25,0.0,15.0
20.44,379.25,0.0,15.0
124.03,767.25,0.0,15.0
124.03,953.25,0.0,42.0
124.03,359.75,1.0,41.0
32.45,359.0,0.0,15.0
34.66,357.25,0.0,15.0
270.14,3969.25,1.0,16.0
124.03,8773.5,0.0,33.0
276.17,129.25,1.0,25.0
58.52,1920.0,0.0,0.0
10.2,13391.5,0.0,15.0
458.23,9409.25,1.0,22.0
124.03,3968.0,1.0,63.0
72.89,411.0,0.0,15.0
80.98,452.5,0.0,15.0
85.2,491.75,0.0,15.0
88.55,513.25,0.0,15.0
89.86,524.25,0.0,15.0
9.59,16192.5,0.0,9.0
103.13,3375.75,0.0,0.0
4.66,3525.75,0.0,0.0
111.34,13903.5,0.0,0.0
108.47,893.5,0.0,15.0
109.75,10061.75,0.0,11.0
124.09,3926.25,0.0,45.0
124.09,3961.25,1.0,60.0
26.09,7119.5,0.0,30.0
134.55,834.25,0.0,15.0
139.69,825.0,0.0,15.0
139.25,825.0,0.0,15.0
142.75,819.5,0.0,15.0
147.48,817.0,0.0,15.0
148.53,818.5,0.0,15.0
149.75,821.75,0.0,15.0
151.0,823.5,0.0,15.0
152.08,4024.75,0.0,15.0
50.59,3971.25,1.0,52.0
124.09,5056.75,1.0,3.0
159.09,841.0,0.0,4.0
160.25,845.0,0.0,15.0
28.2,15311.5,0.0,15.0
346.67,131.5,1.0,46.0
186.36,1828.25,0.0,6.0
191.16,10331.25,0.0,15.0
30.03,15.5,1.0,24.0
198.95,2867.25,0.0,15.0
202.52,2793.5,0.0,15.0
85.16,6607.5,0.0,15.0
17.13,591.5,0.0,26.0
215.3,5467.0,0.0,15.0
217.61,3989.25,0.0,15.0
0.88,3968.0,1.0,11.0
223.11,3028.75,0.0,15.0
124.06,7222.75,1.0,20.0
229.44,535.25,0.0,15.0
232.83,513.5,0.0,15.0
386.92,7006.25,1.0,2.0
414.97,3969.25,1.0,16.0
262.92,0.0,1.0,49.0
1.03,128.0,0.0,10.0
1.03,3968.0,1.0,52.0
263.59,3528.25,0.0,15.0
116.73,2255.5,0.0,15.0
159.05,592.0,1.0,57.0
276.41,4013.25,0.0,15.0
279.94,3945.75,0.0,15.0
281.13,3782.75,0.0,15.0
282.3,3796.0,0.0,15.0
283.5,3641.5,0.0,15.0
284.67,3587.25,0.0,15.0
287.67,628.75,0.0,15.0
19.13,13391.5,1.0,1.0
296.92,693.25,0.0,15.0
301.31,9955.25,0.0,15.0
312.05,0.0,0.0,15.0
315.8,10944.0,0.0,0.0
324.03,10432.0,0.0,0.0
4.75,10631.25,0.0,15.0
331.84,10715.75,0.0,8.0
339.23,763.5,0.0,15.0
37.33,3970.0,1.0,56.0
348.77,3974.5,0.0,10.0
125.8,11398.25,1.0,15.0
5.19,0.0,0.0,0.0
1.59,5963.5,0.0,15.0
5.38,3969.5,0.0,15.0
234.03,4865.5,1.0,15.0
20.95,377.5,0.0,15.0
22.59,374.25,0.0,15.0
124.03,875.25,1.0,47.0
124.03,992.75,0.0,41.0
4.03,8964.5,1.0,39.0
268.03,3969.25,1.0,34.0
124.03,1364.75,1.0,33.0
124.03,1544.75,0.0,34.0
56.92,0.0,0.0,0.0
58.09,1934.25,0.0,0.0
11.67,1487.5,0.0,7.0
124.03,2104.25,1.0,62.0
73.44,3968.0,0.0,0.0
74.72,419.25,0.0,15.0
337.95,2945.5,0.0,15.0
90.3,3969.0,1.0,44.0
1.2,128.0,0.0,0.0
84.73,491.75,0.0,15.0
87.25,501.0,0.0,15.0
88.3,510.0,0.0,15.0
16.69,12492.5,1.0,11.0
97.45,285.25,0.0,15.0
101.67,0.0,0.0,0.0
102.86,320.5,0.0,0.0
108.73,2240.5,0.0,0.0
107.17,844.0,0.0,15.0
4.2,3700.25,0.0,15.0
110.48,7017.5,0.0,15.0
124.09,3877.75,1.0,51.0
124.66,875.0,1.0,48.0
125.86,868.75,0.0,15.0
124.09,4141.75,1.0,26.0
124.09,4370.75,1.0,30.0
137.69,4028.0,0.0,15.0
25.72,10703.5,0.0,17.0
144.81,3971.0,0.0,15.0
456.58,3971.0,0.0,15.0
154.17,831.5,0.0,15.0
156.5,832.75,0.0,15.0
124.09,871.75,0.0,13.0
164.64,95.75,0.0,15.0
0.67,3968.0,1.0,50.0
172.81,916.0,0.0,15.0
1.91,3968.0,0.0,15.0
52.02,12111.5,0.0,22.0
184.98,1777.5,0.0,15.0
186.13,1935.5,0.0,15.0
196.72,0.0,0.0,0.0
116.94,6198.75,0.0,15.0
386.13,7384.5,0.0,36.0
201.11,3982.0,0.0,15.0
86.25,15183.5,0.0,25.0
225.34,3970.0,0.0,15.0
124.83,6993.25,1.0,33.0
219.83,30.75,0.0,15.0
222.94,599.0,0.0,15.0
17.42,3970.0,1.0,28.0
235.56,7657.25,0.0,15.0
482.95,3969.25,0.0,30.0
253.2,365.75,0.0,15.0
253.94,13294.75,0.0,15.0
266.36,7841.0,0.0,15.0
273.42,0.0,0.0,0.0
267.0,8618.75,0.0,15.0
274.03,4153.75,0.0,15.0
275.13,4035.75,0.0,15.0
276.3,4028.25,0.0,15.0
124.47,8917.75,1.0,10.0
282.19,3798.75,0.0,15.0
124.06,9283.75,1.0,48.0
124.06,2918.75,1.0,41.0
301.58,0.0,1.0,2.0
306.31,0.0,0.0,0.0
307.48,0.0,0.0,15.0
308.66,0.0,0.0,0.0
69.02,10065.75,0.0,0.0
319.25,0.0,0.0,0.0
1.25,128.0,1.0,25.0
327.5,0.0,0.0,15.0
328.67,41.25,0.0,15.0
100.14,10579.75,0.0,0.0
331.7,535.5,0.0,11.0
124.16,10858.75,0.0,10.0
26.77,5199.5,0.0,15.0
22.98,3970.0,0.0,42.0
348.7,449.75,0.0,10.0
354.53,0.0,0.0,0.0
355.98,424.0,1.0,0.0
357.16,7660.75,0.0,15.0
1.13,128.0,0.0,0.0
7.78,425.25,0.0,15.0
199.16,3969.5,0.0,15.0
16.13,391.5,0.0,1.0
17.77,3969.25,0.0,15.0
210.08,12675.0,1.0,8.0
348.09,3969.25,1.0,3.0
124.03,328.25,0.0,39.0
36.48,1315.0,0.0,15.0
124.03,1330.25,0.0,33.0
11.05,5711.5,1.0,5.0
47.06,354.5,0.0,5.0
4.61,1785.75,0.0,15.0
0.22,1856.0,1.0,42.0
412.22,3969.25,1.0,59.0
63.52,379.0,0.0,15.0
84.55,129.5,0.0,15.0
73.38,0.0,0.0,0.0
71.22,405.0,0.0,15.0
79.08,442.75,0.0,15.0
82.69,458.25,0.0,0.0
86.16,489.75,0.0,0.0
90.55,532.5,0.0,15.0
9.61,3401.5,0.0,15.0
103.42,0.0,0.0,13.0
103.91,0.0,0.0,0.0
107.44,7872.5,0.0,0.0
112.13,2560.0,0.0,0.0
298.42,3971.5,1.0,49.0
115.05,916.25,0.0,15.0
27.22,10831.5,1.0,15.0
309.64,3971.25,1.0,15.0
26.48,3151.5,1.0,29.0
133.97,836.75,0.0,15.0
137.52,9596.0,0.0,15.0
142.3,14708.5,0.0,15.0
145.72,831.0,0.0,15.0
147.06,4779.75,0.0,15.0
150.56,822.5,0.0,15.0
154.08,831.75,0.0,15.0
155.16,840.5,0.0,15.0
124.09,591.5,0.0,3.0
26.64,5300.25,1.0,20.0
124.09,5335.25,1.0,38.0
124.09,3968.0,1.0,46.0
10.66,14275.5,1.0,6.0
310.67,14159.5,1.0,28.0
124.19,1668.5,1.0,51.0
182.31,14799.5,0.0,15.0
494.95,3974.75,0.0,15.0
322.73,5071.5,1.0,15.0
198.34,2836.0,0.0,11.0
201.86,12111.5,0.0,15.0
217.52,16320.0,0.0,0.0
220.38,547.25,0.0,15.0
227.02,9371.75,0.0,0.0
5.0,0.0,0.0,0.0
5.89,1799.75,0.0,0.0
1.41,14400.5,0.0,0.0
63.28,0.0,0.0,0.0
66.86,0.0,0.0,0.0
68.03,0.0,0.0,0.0
70.38,0.0,0.0,0.0
72.73,0.0,0.0,0.0
76.27,0.0,0.0,0.0
78.75,2566.0,0.0,15.0
84.08,492.25,0.0,15.0
85.45,491.0,0.0,15.0
88.69,514.0,0.0,15.0
91.91,538.75,0.0,15.0
97.39,0.0,0.0,15.0
0.39,128.0,1.0,40.0
106.77,3328.0,0.0,0.0
107.44,857.75,0.0,15.0
108.61,9983.0,0.0,15.0
316.42,3971.5,1.0,27.0
176.44,3971.5,1.0,16.0
124.09,10773.25,0.0,47.0
190.48,3971.25,1.0,7.0
114.78,3971.25,1.0,16.0
26.17,3983.5,0.0,16.0
138.11,825.75,0.0,15.0
139.28,13841.5,0.0,15.0
125.73,4644.75,0.0,15.0
24.3,15695.5,0.0,15.0
367.56,14675.0,0.0,18.0
154.56,837.75,0.0,15.0
124.09,5160.75,0.0,5.0
26.72,15823.5,1.0,20.0
322.64,3971.25,1.0,7.0
170.84,901.5,0.0,15.0
178.34,1642.5,0.0,15.0
186.47,1912.75,0.0,13.0
198.39,3968.0,0.0,0.0
420.75,3971.5,1.0,46.0
199.11,2871.75,0.0,15.0
124.28,6483.25,0.0,15.0
124.33,11000.75,1.0,45.0
210.83,2655.25,0.0,15.0
211.97,2676.0,0.0,15.0
189.16,3978.25,0.0,15.0
4.31,7172.25,0.0,44.0
220.69,659.0,0.0,15.0
425.75,3970.0,0.0,15.0
231.14,483.0,0.0,15.0
124.05,7510.25,0.0,15.0
328.92,3969.75,0.0,31.0
242.77,503.25,0.0,15.0
243.77,531.25,0.0,15.0
16.61,8911.5,0.0,15.0
184.97,3970.25,0.0,55.0
83.95,33.0,0.0,0.0
265.5,430.25,0.0,0.0
264.17,8722.75,0.0,15.0
273.77,0.0,0.0,0.0
125.34,3983.0,0.0,15.0
124.5,3983.5,0.0,24.0
281.34,3785.5,1.0,15.0
287.97,12623.5,0.0,15.0
301.89,0.0,0.0,0.0
303.06,0.0,0.0,0.0
305.42,128.0,0.0,0.0
313.7,10112.0,0.0,0.0
5.25,10264.75,0.0,0.0
321.95,0.0,0.0,0.0
325.48,0.0,0.0,0.0
329.02,0.0,0.0,0.0
330.28,128.0,0.0,0.0
335.0,0.0,0.0,0.0
337.36,0.0,0.0,0.0
340.91,0.0,0.0,0.0
345.63,0.0,0.0,0.0
0.81,128.0,0.0,0.0
352.72,0.0,0.0,0.0
15.91,1728.5,0.0,0.0
359.73,0.0,0.0,0.0
3.28,6720.5,0.0,0.0
7.98,0.0,0.0,0.0
10.34,0.0,0.0,0.0
13.88,0.0,0.0,0.0
17.41,0.0,0.0,0.0
18.52,0.0,0.0,0.0
20.86,2.75,0.0,0.0
24.39,0.0,0.0,0.0
0.09,128.0,0.0,0.0
31.44,0.0,0.0,0.0
0.61,128.0,0.0,0.0
38.48,0.0,0.0,0.0
40.83,0.0,0.0,0.0
47.89,0.0,0.0,0.0
5.41,1720.75,0.0,0.0
60.81,0.0,0.0,0.0
64.33,0.0,0.0,0.0
66.75,0.0,0.0,0.0
70.27,0.0,0.0,0.0
71.45,0.0,0.0,0.0
77.34,0.0,0.0,0.0
78.52,0.0,0.0,0.0
0.3,128.0,0.0,0.0
84.41,0.0,0.0,0.0
85.58,0.0,0.0,0.0
86.75,0.0,0.0,0.0
87.94,2368.5,0.0,0.0
93.81,3072.0,0.0,0.0
76.33,3110.25,0.0,13.0
98.67,287.25,0.0,10.0
102.05,10048.5,0.0,0.0
106.75,365.25,0.0,0.0
110.28,0.0,0.0,0.0
111.47,0.0,0.0,0.0
113.22,3996.25,0.0,15.0
28.38,335.5,0.0,14.0
120.38,882.0,0.0,50.0
121.47,3971.25,0.0,15.0
27.3,3983.5,0.0,15.0
124.09,4304.75,1.0,6.0
136.89,828.75,0.0,15.0
140.48,13303.75,0.0,15.0
144.03,820.75,0.0,15.0
145.08,828.5,0.0,15.0
146.36,12921.0,0.0,15.0
25.48,5967.5,1.0,18.0
152.2,13903.5,0.0,15.0
163.92,859.5,0.0,15.0
165.09,865.25,0.0,15.0
166.23,5352.75,0.0,15.0
4.09,5592.25,0.0,52.0
126.66,940.0,1.0,63.0
183.11,3968.0,0.0,0.0
51.34,5718.75,1.0,22.0
188.72,3975.5,1.0,51.0
192.66,1266.5,0.0,15.0
197.83,928.5,0.0,15.0
205.39,0.0,0.0,0.0
200.23,15082.75,0.0,15.0
208.55,3990.5,0.0,15.0
83.77,10063.5,0.0,26.0
194.88,3970.0,0.0,0.0
62.88,3970.0,1.0,43.0
286.89,3969.75,1.0,30.0
235.67,481.5,0.0,15.0
124.78,7652.25,0.0,15.0
242.8,500.0,0.0,15.0
353.75,3970.0,0.0,15.0
430.95,3970.0,1.0,33.0
166.97,3970.25,1.0,18.0
92.08,8204.25,1.0,39.0
263.14,2624.0,0.0,0.0
264.28,4732.5,0.0,15.0
273.75,3840.0,0.0,0.0
269.64,9721.75,0.0,15.0
124.5,8779.75,1.0,29.0
285.42,9216.0,0.0,0.0
4.11,9396.25,0.0,0.0
0.8,128.0,0.0,0.0
303.02,0.0,0.0,0.0
304.19,0.0,0.0,0.0
306.64,0.0,0.0,0.0
5.83,9925.75,0.0,0.0
311.36,39.0,0.0,0.0
4.89,10189.75,0.0,0.0
323.14,128.0,0.0,0.0
5.84,10567.75,0.0,0.0
5.39,10680.75,0.0,0.0
334.94,0.0,0.0,0.0
4.11,10793.75,0.0,0.0
340.83,0.0,0.0,0.0
344.38,128.0,0.0,0.0
1.34,128.0,1.0,61.0
351.44,0.0,0.0,0.0
354.98,0.0,0.0,0.0
356.16,0.0,0.0,0.0
1.39,128.0,0.0,0.0
1.39,128.0,1.0,54.0
3.23,0.0,0.0,0.0
5.95,330.25,0.0,0.0
13.84,0.0,0.0,0.0
5.02,556.25,0.0,0.0
20.86,0.0,0.0,0.0
25.56,893.25,0.0,0.0
31.44,0.0,0.0,0.0
38.48,0.0,0.0,0.0
42.08,0.0,0.0,0.0
45.61,0.0,0.0,0.0
46.78,0.0,0.0,0.0
49.14,0.0,0.0,0.0
266.67,6.75,0.0,0.0
56.2,4672.5,0.0,0.0
59.73,128.0,0.0,0.0
1.28,13504.5,0.0,0.0
66.77,0.0,0.0,0.0
69.13,2287.25,0.0,0.0
72.66,8256.5,0.0,0.0
78.53,0.0,0.0,0.0
82.06,0.0,0.0,0.0
85.58,128.0,0.0,0.0
0.23,4800.5,0.0,0.0
93.75,832.5,0.0,0.0
94.73,2177.0,0.0,10.0
170.31,13.25,0.0,0.0
107.83,0.0,0.0,0.0
110.17,0.0,0.0,0.0
111.36,3968.0,0.0,0.0
108.58,3971.25,0.0,15.0
314.42,3971.5,1.0,25.0
114.38,916.75,0.0,15.0
115.61,16207.5,0.0,15.0
27.58,9167.5,0.0,14.0
124.09,3924.75,1.0,46.0
132.13,846.25,1.0,57.0
136.94,828.75,0.0,15.0
138.02,4494.75,0.0,15.0
148.28,817.75,0.0,15.0
125.8,4907.25,0.0,15.0
124.09,5169.75,1.0,5.0
186.63,3971.25,1.0,20.0
218.63,3971.25,1.0,60.0
324.64,131.25,1.0,5.0
184.28,0.0,0.0,15.0
172.7,3974.5,1.0,28.0
186.36,135.25,0.0,15.0
195.28,952.0,0.0,15.0
198.94,2869.5,0.0,15.0
200.11,2835.25,0.0,15.0
201.3,2814.25,0.0,15.0
202.55,2792.25,0.0,15.0
203.75,2771.75,0.0,15.0
204.92,2761.0,0.0,15.0
206.09,2732.75,0.0,15.0
207.27,2741.25,0.0,15.0
214.44,3978.5,0.0,15.0
224.81,3978.25,1.0,26.0
198.83,128.0,1.0,48.0
228.33,7362.25,0.0,15.0
125.25,7576.75,0.0,15.0
302.05,3969.75,1.0,32.0
16.95,527.5,0.0,30.0
249.14,8259.75,0.0,15.0
259.45,0.0,0.0,15.0
4.16,8415.25,0.0,10.0
264.14,0.0,0.0,0.0
265.33,0.0,0.0,0.0
15.61,10447.5,0.0,32.0
264.02,442.5,0.0,15.0
346.39,3982.5,0.0,0.0
335.05,143.75,1.0,58.0
4.05,9202.25,0.0,0.0
274.72,36.25,0.0,0.0
1.14,128.0,0.0,0.0
1.14,37.25,1.0,56.0
415.27,37.5,0.0,0.0
306.39,0.0,0.0,0.0
495.56,38.5,0.0,0.0
311.09,0.0,0.0,0.0
0.27,5184.5,0.0,0.0
319.33,0.0,0.0,0.0
321.67,0.0,0.0,0.0
322.86,10406.75,0.0,0.0
190.38,41.0,0.0,0.0
335.86,0.0,0.0,0.0
337.03,128.0,0.0,0.0
1.33,128.0,1.0,30.0
346.47,0.0,0.0,0.0
1.36,128.0,1.0,0.0
1.36,128.0,1.0,38.0
353.55,0.0,0.0,0.0
356.95,0.0,0.0,0.0
1.64,0.0,0.0,0.0
5.16,0.0,0.0,0.0
6.33,0.0,0.0,0.0
8.69,128.0,0.0,0.0
13.38,14144.5,0.0,0.0
0.06,0.0,1.0,40.0
22.77,0.0,0.0,0.0
26.28,0.0,0.0,0.0
27.45,128.0,0.0,0.0
33.33,0.0,0.0,0.0
0.84,9792.5,0.0,0.0
42.77,0.0,0.0,0.0
46.3,0.0,0.0,0.0
49.83,0.0,0.0,0.0
51.0,1664.0,0.0,0.0
439.36,6.75,0.0,0.0
62.77,0.0,0.0,0.0
63.94,0.0,0.0,0.0
66.33,0.0,0.0,0.0
67.5,128.0,0.0,0.0
71.03,0.0,0.0,0.0
73.39,0.0,0.0,0.0
450.56,9.25,0.0,0.0
4.92,2537.25,0.0,0.0
0.31,128.0,1.0,26.0
86.34,0.0,1.0,10.0
87.52,0.0,0.0,0.0
88.7,15424.5,0.0,0.0
93.31,0.0,0.0,0.0
0.83,128.0,0.0,0.0
183.53,12.75,0.0,0.0
5.88,3399.25,0.0,0.0
105.77,384.75,0.0,15.0
26.31,975.5,1.0,13.0
110.39,938.25,0.0,15.0
117.5,3976.0,0.0,15.0
125.17,3987.75,1.0,15.0
124.09,4021.75,0.0,44.0
124.09,4138.25,0.0,26.0
131.63,853.5,0.0,15.0
124.09,4427.75,1.0,1.0
140.0,822.25,0.0,15.0
143.48,8271.5,0.0,15.0
148.11,817.5,0.0,15.0
421.3,3971.0,0.0,15.0
454.58,3971.0,1.0,53.0
155.13,840.5,0.0,57.0
124.09,5153.25,0.0,12.0
26.75,4047.5,1.0,20.0
167.98,894.75,0.0,15.0
175.34,12096.0,0.0,0.0
176.0,964.25,0.0,9.0
178.91,1642.75,0.0,15.0
180.06,1725.25,0.0,15.0
183.55,5952.5,0.0,15.0
124.19,6142.25,0.0,15.0
197.13,924.25,0.0,15.0
292.78,3978.75,0.0,15.0
236.8,9882.25,1.0,60.0
208.84,2186.25,0.0,26.0
226.59,531.75,0.0,15.0
231.5,4002.25,0.0,15.0
238.91,3969.75,1.0,40.0
124.05,7661.75,1.0,31.0
239.78,484.75,0.0,15.0
240.88,9167.5,0.0,15.0
244.33,557.0,0.0,15.0
247.58,566.5,0.0,15.0
248.61,576.0,0.0,15.0
250.98,600.5,0.0,15.0
257.72,0.0,0.0,15.0
258.89,3202.75,0.0,15.0
198.42,33.0,0.0,0.0
0.66,128.0,0.0,0.0
277.7,0.0,0.0,0.0
282.38,0.0,0.0,0.0
0.59,960.5,0.0,0.0
301.16,0.0,0.0,0.0
307.06,128.0,0.0,0.0
310.59,0.0,0.0,0.0
5.77,10014.25,0.0,0.0
314.11,0.0,0.0,0.0
316.47,0.0,0.0,0.0
320.0,0.0,0.0,0.0
321.17,0.0,0.0,0.0
322.34,0.0,0.0,0.0
323.52,0.0,0.0,0.0
324.69,0.0,0.0,0.0
327.05,0.0,0.0,0.0
328.22,0.0,0.0,0.0
330.56,0.0,0.0,0.0
331.75,128.0,0.0,0.0
1.3,13376.5,1.0,3.0
4.78,10916.75,0.0,0.0
344.67,0.0,0.0,0.0
348.19,0.0,0.0,0.0
351.72,0.0,0.0,0.0
355.23,44.5,0.0,0.0
0.75,0.0,1.0,0.0
2.27,148.25,0.0,0.0
8.14,0.0,0.0,0.0
0.36,128.0,0.0,0.0
24.63,128.0,0.0,0.0
0.09,128.0,1.0,31.0
30.5,0.0,0.0,0.0
34.03,128.0,0.0,0.0
0.14,128.0,1.0,61.0
44.63,128.0,0.0,0.0
48.16,0.0,0.0,0.0
49.33,0.0,0.0,0.0
50.52,0.0,0.0,0.0
51.69,0.0,0.0,0.0
52.86,128.0,0.0,0.0
0.2,128.0,1.0,1.0
61.09,0.0,0.0,0.0
64.63,0.0,0.0,0.0
1.8,1344.5,0.0,0.0
69.33,128.0,0.0,0.0
0.27,128.0,1.0,54.0
75.22,2336.25,0.0,0.0
81.09,0.0,0.0,0.0
84.63,128.0,0.0,0.0
91.66,0.0,0.0,0.0
92.83,0.0,0.0,0.0
95.19,0.0,0.0,0.0
102.23,0.0,0.0,0.0
109.75,0.0,0.0,0.0
105.36,380.25,0.0,14.0
112.81,0.0,0.0,0.0
109.73,900.25,0.0,15.0
109.91,931.25,0.0,15.0
113.47,923.5,0.0,15.0
114.58,3705.75,0.0,15.0
360.45,3971.25,1.0,46.0
27.63,847.5,1.0,15.0
124.09,4048.75,1.0,42.0
137.19,827.75,0.0,15.0
25.81,11727.5,0.0,15.0
153.56,826.25,0.0,15.0
154.83,531.5,0.0,15.0
124.09,846.0,1.0,6.0
161.63,850.5,0.0,15.0
298.81,8788.5,0.0,15.0
328.64,3971.25,1.0,9.0
124.09,5394.25,1.0,55.0
124.09,5469.25,0.0,63.0
173.2,922.5,0.0,3.0
174.44,931.0,0.0,15.0
0.75,0.0,15.0
343.7,467.25,0.0,15.0
345.06,463.5,0.0,15.0
349.97,429.25,0.0,15.0
114.05,143.25,0.0,36.0
5.09,410.25,0.0,15.0
8.98,3980.5,0.0,15.0
12.03,376.75,0.0,1.0
17.19,374.0,0.0,15.0
124.03,711.25,0.0,47.0
32.92,356.5,1.0,5.0
288.17,3969.25,0.0,15.0
11.14,6991.5,0.0,4.0
124.03,1315.75,0.0,37.0
0.19,1600.0,1.0,56.0
124.03,1677.75,0.0,54.0
24.22,3969.5,1.0,3.0
54.22,3969.5,1.0,44.0
66.31,0.0,0.0,7.0
63.88,3969.5,0.0,15.0
70.39,431.75,0.0,1.0
71.56,444.25,0.0,15.0
72.7,3453.75,0.0,15.0
75.08,2507.25,0.0,15.0
124.05,2541.75,0.0,52.0
124.05,2577.75,0.0,52.0
81.77,521.75,0.0,15.0
82.86,533.75,0.0,15.0
88.78,298.5,0.0,8.0
94.91,3392.5,0.0,0.0
99.56,0.0,0.0,0.0
100.73,15822.5,0.0,0.0
26.41,1231.5,1.0,12.0
103.59,937.75,0.0,15.0
438.44,3971.25,0.0,54.0
27.05,1103.5,1.0,49.0
123.72,853.75,0.0,15.0
124.83,4071.75,0.0,15.0
130.77,829.0,1.0,12.0
131.83,4027.0,0.0,15.0
448.52,3.0,1.0,6.0
153.27,0.0,0.0,0.0
154.44,0.0,0.0,0.0
161.94,0.0,0.0,0.0
161.44,7104.5,0.0,0.0
169.5,0.0,0.0,0.0
177.64,22.25,0.0,0.0
181.13,0.0,0.0,0.0
182.3,0.0,0.0,0.0
183.45,0.0,0.0,0.0
184.61,0.0,0.0,0.0
185.78,5982.25,0.0,0.0
188.09,0.0,0.0,0.0
85.25,6119.75,0.0,0.0
195.06,0.0,0.0,0.0
196.23,0.0,0.0,0.0
198.56,0.0,0.0,0.0
199.72,0.0,0.0,0.0
202.05,6528.0,0.0,14.0
203.53,459.0,0.0,15.0
210.13,0.0,0.0,15.0
294.58,1754.0,0.0,0.0
124.06,6853.25,1.0,41.0
17.34,13647.5,1.0,2.0
221.45,523.5,0.0,15.0
222.5,3970.0,0.0,15.0
228.17,537.5,0.0,15.0
231.73,29.75,0.0,15.0
240.58,0.0,0.0,0.0
244.08,0.0,0.0,0.0
242.56,439.25,0.0,14.0
0.0,128.0,0.0,15.0
248.19,3294.0,0.0,15.0
111.34,3981.5,0.0,15.0
256.31,3731.75,0.0,15.0
259.47,4026.75,0.0,15.0
124.94,8461.75,0.0,15.0
5.03,3983.0,0.0,15.0
272.63,3624.5,0.0,15.0
124.06,9011.75,0.0,31.0
285.02,591.5,0.0,15.0
294.09,0.0,0.0,15.0
1.25,128.0,0.0,13.0
302.23,0.0,1.0,37.0
